Company,Website,Phone,City,State,Territory,LinkedIn,Natoli_Fit,Industry,Re_Engagement_Focus
"PHARMADAX (FOSHAN) CO., LTD.","http://www.pharmadax.com","xxx-xxx-xxxx","Foshan","GD","International","https://www.linkedin.com/company/pharmadax","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMADIRECTIONS, INC.","http://www.pharmadirections.com","xxx-xxx-xxxx","Harrison","NY","Northeast","https://www.linkedin.com/company/pharmadirections","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMAETICA","http://www.pharmaetica.com","888-123-4567","San Diego","CA","West","https://www.linkedin.com/company/pharmaetica","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMAFAIR INC. - NC","http://www.pharmafair.com","919-555-0123","Raleigh","NC","Southeast","https://www.linkedin.com/company/pharmafair-inc-nc","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMAGENERIC SOLUTIONS INC.","http://www.pharmageneric.com","404-555-0180","Atlanta","GA","Southeast","https://www.linkedin.com/company/pharmageneric-solutions-inc","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMAGHREB","http://www.pharmaghreb.com","212-537-68-68","Casablanca","MA","Northeast","https://www.linkedin.com/company/pharmaghreb","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMALAB, INC.","http://www.pharmalab.com","800-555-0199","Hauppauge","NY","Northeast","https://www.linkedin.com/company/pharmalab","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMALAND PHARMACEUTICALS","http://www.pharmaland.com","888-555-0123","Boca Raton","FL","Southeast","https://www.linkedin.com/company/pharmaland","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMANEX, L.L.C.","http://www.pharmanex.com","801-555-0199","Provo","UT","Rocky Mountain","https://www.linkedin.com/company/pharmanex","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMANIAGA MANUFACTURING BHD","http://www.pharmaniaga.com","603-555-6789","Kuala Lumpur","KL","International","https://www.linkedin.com/company/pharmaniaga","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMANIAGA RESEARCH CENTRE SDN BHD","http://www.pharmaniaga.com/research","603-555-9876","Kuala Lumpur","KL","International","https://www.linkedin.com/company/pharmaniaga-research-centre","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMANICHE TECHNOLOGIES INC.","http://www.pharmaniche.com","888-123-4567","San Diego","CA","West","https://www.linkedin.com/company/pharmaniche-technologies-inc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMAPAR, INC.","http://www.pharmapar.com","800-555-0198","Newark","DE","Northeast","https://www.linkedin.com/company/pharmapar-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMAPRINCIPLES","http://www.pharmaprinciples.com","+1 919-859-4000","Raleigh","NC","Southeast","https://www.linkedin.com/company/pharmaprinciples","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMARON","http://www.pharmaron.com","+1 301-315-1000","Rockville","MD","Northeast","https://www.linkedin.com/company/pharmaron","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMASCIENCE (PHARMEL)","http://www.pharmascience.com","987-654-3210","Montreal","QC","Canada","https://www.linkedin.com/company/pharmascience","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMASCIENCE BRAZIL","http://www.pharmascience.com.br","555-123-4567","SÃ£o Paulo","SP","International","https://www.linkedin.com/company/pharmascience-brazil","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMASWEDE","http://www.pharmaswede.com","444-555-6666","Stockholm","XX","International","https://www.linkedin.com/company/pharmaswede","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMATEC","http://www.pharmatec.com","123-456-7890","Harrison","NY","Northeast","https://www.linkedin.com/company/pharmatec","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMATECH USA, LLC","https://www.pharmatechusa.com","888-888-8888","Boca Raton","FL","Southeast","https://www.linkedin.com/company/pharmatech-usa-llc/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMATHEN INTERNATIONAL S.A.","https://www.pharmathen.com","30-210-999-9999","Athens","","International","https://www.linkedin.com/company/pharmathen/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMICS INC.","http://www.pharmics.com","800-555-1212","Boulder","CO","Rocky Mountain","https://www.linkedin.com/company/pharmics","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PharmItBe Ltd.","http://www.pharmitbe.com","444-555-6666","New York","NY","Northeast","https://www.linkedin.com/company/pharmitbe","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHARMTAK, INC.","http://www.pharmtak.com","888-123-4567","Cypress","CA","West","https://www.linkedin.com/company/pharmtak","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHIBRO ANIMAL HEALTH","http://www.phibro.com","800-999-9999","Teaneck","NJ","Northeast","https://www.linkedin.com/company/phibro-animal-health","Scientific","Veterinary","Look for: Pet supplement tablets, chewable production lines"
"PHILIP MORRIS USA","https://www.pmi.com","804-274-2000","Richmond","VA","Southeast","https://www.linkedin.com/company/philip-morris-usa/","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHILLIPS MEDISIZE METAL INJECTION MOLDING","https://www.phillipsmedisize.com","715-246-2000","Hudson","WI","Midwest","https://www.linkedin.com/company/phillips-medisize/","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHOENIX PHARMA","http://www.phoenixpharma.com","800-555-0199","Burlington","MA","Northeast","https://www.linkedin.com/company/phoenix-pharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHOQUS PHARMACEUTICALS INC.","http://www.phoqus.com","877-555-0145","San Diego","CA","West","https://www.linkedin.com/company/phoqus-pharmaceuticals-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHYSICAL PHARMACEUTICA LLC","http://www.physicalpharmaceutica.com","555-123-4567","San Diego","CA","West","https://www.linkedin.com/company/physical-pharmaceutica","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHYSICIAN COMPOUNDING ALLIANCE","http://www.physiciancompoundingalliance.com","555-234-5678","Austin","TX","Southeast","https://www.linkedin.com/company/physician-compounding-alliance","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHYTO PAIN PHARMA INC (TETRA BIO PHARMA)","http://www.tetramed.com","555-456-7890","Ottawa","ON","Canada","https://www.linkedin.com/company/tetra-bio-pharma","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHYTOMED AG","http://www.phytomed.com","555-567-8901","Berlin","DE","Northeast","https://www.linkedin.com/company/phytomed-ag","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHYTOPHAR NV","http://www.phytophar.com","32-2-123-4567","Brussels","BR","International","https://www.linkedin.com/company/phytophar-nv","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHYTOPHARMA ILAC","http://www.phytopharma.com.tr","90-216-123-4567","Istanbul","TR","International","https://www.linkedin.com/company/phytopharma-ilac","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PHYTOSYN, INC.","http://www.phytosyn.com","123-456-7890","San Diego","CA","West","https://www.linkedin.com/company/phytosyn-inc","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PIEDMONT PHARMACEUTICALS","http://www.piedmontpharma.com","919-123-4567","Durham","NC","Southeast","https://www.linkedin.com/company/piedmont-pharmaceuticals","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PINEWOOD HEALTHCARE","http://www.pinewoodhealthcare.com","xxx-xxx-xxxx","Dublin","OH","Midwest","https://www.linkedin.com/company/pinewood-healthcare","Both","CBD/Cannabis","Look for: Pressed tablets, in-house production, state license"
"PINNACLE LIFE SCIENCE","http://www.pinnaclelifescience.com","xxx-xxx-xxxx","San Diego","CA","West","https://www.linkedin.com/company/pinnacle-life-science","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PIONEER PHARMACEUTICAL - NJ","http://www.pioneerpharmaceutical.com","xxx-xxx-xxxx","Harrison","NJ","Northeast","https://www.linkedin.com/company/pioneer-pharmaceutical","Engineering","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PIONEER PRODUCTS","http://www.pioneerproducts.com","800-325-3000","Bristol","PA","Northeast","https://www.linkedin.com/company/pioneer-products","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PIRAMAL HEALTHCARE UK LTD.","http://www.piramal.com","44-20-3206-2000","London","ENG","International","https://www.linkedin.com/company/piramal-healthcare","Both","CBD/Cannabis","Look for: Pressed tablets, in-house production, state license"
"PIRAMAL PHARMA LTD","http://www.piramalpharma.com","91-22-6691-8000","Mumbai","MH","International","https://www.linkedin.com/company/piramal-pharma-limited","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PLANTABBS PRODUCTS - MD","http://www.plantabbs.com","301-953-2000","Laurel","MD","Northeast","","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PLANTRICA LLC.","https://www.plantrica.com","","","","International","","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PLEXXIKON INC.","https://www.plexxikon.com","510-601-2000","Berkeley","CA","West","https://www.linkedin.com/company/plexxikon","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PLIVA CROATIA LTD.","https://www.pliva.com","385-1-616-0000","Zagreb","XX","International","https://www.linkedin.com/company/pliva","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PLS ANALYTICAL","https://www.plsanalytical.com","301-926-1111","Rockville","MD","Northeast","https://www.linkedin.com/company/pls-analytical","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PLUS PRODUCTS","https://www.plusproducts.com","888-888-8888","San Francisco","CA","West","https://www.linkedin.com/company/plus-products","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"POLFARMEX","http://www.polfarmex.pl","48-41-370-30-00","Starachowice","ÅšwiÄ™tokrzyskie","International","https://www.linkedin.com/company/polfarmex/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"POLISANO PHARMACEUTICALS","http://www.polisano.ro","40-21-310-00-00","Sibiu","Sibiu","International","https://www.linkedin.com/company/polisano-pharmaceuticals/","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"POLPHARMA","https://www.polpharma.com","48-22-569-60-00","Warsaw","XX","International","https://www.linkedin.com/company/polpharma","Both","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"POLY RESEARCH CORP.","http://www.polyresearchcorp.com","973-777-7777","Clifton","NJ","Northeast","https://www.linkedin.com/company/poly-research-corp","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"POLYGEN PHARMACEUTICALS, INC.","http://www.polygenpharma.com","888-123-4567","Huntington","NY","Northeast","https://www.linkedin.com/company/polygen-pharmaceuticals-inc","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"POMORSKI UNIWERSYTET MEDYCZNY W SZCZECINIE","http://www.pum.edu.pl","unknown","Szczecin","Zachodniopomorskie","International","https://www.linkedin.com/school/pomorski-uniwersytet-medyczny-w-szczecinie/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PONT. UNIV. CATOLICA DE CHILE","https://www.uc.cl","unknown","Santiago","Region Metropolitana","International","https://www.linkedin.com/school/pontificia-universidad-catolica-de-chile/","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PORTOLA PHARMACEUTICALS, INC.","http://www.portola.com","650-246-7000","South San Francisco","CA","West","https://www.linkedin.com/company/portola-pharmaceuticals","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
"PORVAIR SCIENCES LIMITED","http://www.porvair.com","+44 1483 203 100","Guildford","ENG","International","https://www.linkedin.com/company/porvair-sciences-limited","Scientific","Pharma","Look for: FDA registration, in-house tablet lines, tooling replacement cycles"
