Company,City,State,Phone,Website,LinkedIn,Natoli Fit,Territory,Sales Rep,Industry,Confidence,Reason,503A,503B,GMP Likely,FDA Likely,Industry Match
FREYR Battery,Oslo,OS,+47 23 11 00 00,https://www.freyrbattery.com,https://www.linkedin.com/company/freyr-battery/,Both,,,battery electrode manufacturing,86,Involves in battery electrode production and innovation.,,,,,
Amperex Technology Limited (ATL),Shenzhen,GD,+86 755 2671 8888,https://www.atl.com,https://www.linkedin.com/company/amperex-technology-limited/,Both,,,battery electrode manufacturing,87,Engaged in electrode manufacturing and R&D.,,,,,
Toshiba Energy Systems & Solutions Corporation,Tokyo,TK,+81 3-3457-4545,https://www.toshiba.co.jp/en/,https://www.linkedin.com/company/toshiba/,Both,,,battery electrode manufacturing,89,Involved in battery manufacturing and research of new technologies.,,,,,
"Energizer Holdings, Inc.",St. Louis,MO,+1 314-985-2000,https://www.energizer.com,https://www.linkedin.com/company/energizer/,No Fit,,,battery electrode manufacturing,80,Focuses on consumer batteries rather than electrode manufacturing.,,,,,
Valence Technology,Austin,TX,+1 512-330-1000,https://www.valence.com,https://www.linkedin.com/company/valence-technology/,Both,,,battery electrode manufacturing,84,Works on battery technology including electrode materials.,,,,,
QuantumScape,San Jose,CA,+1 408-617-5400,https://www.quantumscape.com,https://www.linkedin.com/company/quantumscape/,Both,,,battery electrode manufacturing,90,Focuses on solid-state battery technology and electrode formulation.,,,,,
Solid Power,Louisville,CO,+1 303-800-6484,https://www.solidpowerbattery.com,https://www.linkedin.com/company/solidpower/,Both,,,battery electrode manufacturing,85,Involves in battery manufacturing and R&D for electrodes.,,,,,
Albemarle Corporation,Baton Rouge,LA,-7612,https://www.albemarle.com,https://www.linkedin.com/company/albemarle-corporation,Both,,,lithium ion battery materials,90,Albemarle produces lithium compounds for battery applications and has engineering capabilities.,,,,,
Livent Corporation,Bristol,PA,-7395,https://www.livent.com,https://www.linkedin.com/company/liventcorporation,Scientific,,,lithium ion battery materials,85,Livent specializes in lithium hydroxide production for batteries and focuses on R&D.,,,,,
Sociedad Química y Minera de Chile (SQM),Santiago,RM,-10299,https://www.sqm.com,https://www.linkedin.com/company/sqm,Both,,,lithium ion battery materials,88,SQM is a key supplier of lithium and has both engineering and R&D capabilities.,,,,,
Piedmont Lithium,Charlotte,NC,-1990,https://www.piedmontlithium.com,https://www.linkedin.com/company/piedmont-lithium,Both,,,lithium ion battery materials,87,Piedmont focuses on lithium production and battery materials with engineering and R&D.,,,,,
Orocobre Limited,Salinas Grandes,Jujuy,-4155,https://www.orocobre.com,https://www.linkedin.com/company/orocobre,Both,,,lithium ion battery materials,80,Orocobre produces lithium and has engineering and scientific research capabilities.,,,,,
Galaxy Resources Limited,Perth,WA,-10862,https://www.galaxyresources.com.au,https://www.linkedin.com/company/galaxyresources,Both,,,lithium ion battery materials,82,Galaxy is involved in lithium extraction and battery material development.,,,,,
Lithium Americas Corp,Vancouver,BC,-9134,https://www.lithiumamericas.com,https://www.linkedin.com/company/lithium-americas-corp,Both,,,lithium ion battery materials,85,Lithium Americas focuses on lithium mining and has engineering and R&D capabilities.,,,,,
American Battery Technology Company,Reno,NV,-11184,https://www.americanbatterytechnology.com,https://www.linkedin.com/company/american-battery-technology-company,Both,,,lithium ion battery materials,83,ABTC specializes in lithium-ion battery recycling and R&D.,,,,,
Nouveau Monde Graphite,Saint-Michel-des-Saints,QC,-11333,https://www.nouveaumonde.ca,https://www.linkedin.com/company/nouveau-monde-graphite,Both,,,lithium ion battery materials,80,Nouveau Monde produces graphite for lithium-ion batteries and has engineering capabilities.,,,,,
Aldebaran Resources,Vancouver,BC,-4666,https://www AldebaranResources.com,https://www.linkedin.com/company/aldebaran-resources,Scientific,,,lithium ion battery materials,78,Aldebaran is focused on lithium exploration and has scientific research initiatives.,,,,,
Sila Nanotechnologies,Alameda,CA,-8752,https://www.silanano.com,https://www.linkedin.com/company/sila-nanotechnologies,Scientific,,,lithium ion battery materials,90,Sila specializes in advanced battery materials and R&D.,,,,,
Kemira Oyj,Helsinki,UUS,-775,https://www.kemira.com,https://www.linkedin.com/company/kemira,Scientific,,,lithium ion battery materials,80,Kemira develops materials for battery applications and focuses on R&D.,,,,,
FMC Corporation,Philadelphia,PA,-6513,https://www.fmc.com,https://www.linkedin.com/company/fmc-corporation,Scientific,,,lithium ion battery materials,82,"FMC develops specialty chemicals, including lithium compounds for batteries.",,,,,
General Motors,Detroit,MI,-5868,https://www.gm.com,https://www.linkedin.com/company/general-motors,Both,,,lithium ion battery materials,88,GM invests in battery technology and has engineering and R&D capabilities.,,,,,
"Tesla, Inc.",Palo Alto,CA,-6330,https://www.tesla.com,https://www.linkedin.com/company/tesla,Both,,,lithium ion battery materials,90,Tesla is a leading manufacturer of lithium-ion batteries and engages in R&D.,,,,,
Panasonic Corporation,Osaka,OS,-7954,https://www.panasonic.com,https://www.linkedin.com/company/panasonic,Both,,,lithium ion battery materials,90,Panasonic manufactures lithium-ion batteries and has R&D capabilities.,,,,,
Samsung SDI,Suwon,GJ,-1263,https://www.samsungsdi.com,https://www.linkedin.com/company/samsung-sdi,Both,,,lithium ion battery materials,89,Samsung SDI develops and manufactures lithium-ion batteries with R&D.,,,,,
"Contemporary Amperex Technology Co., Limited (CATL)",Ningde,FJ,-6745,https://www.catlbattery.com,https://www.linkedin.com/company/catl,Both,,,lithium ion battery materials,90,CATL is a leading battery manufacturer with engineering and R&D capabilities.,,,,,
QuantumScape Corporation,San Jose,CA,-2451,https://www.quantumscape.com,https://www.linkedin.com/company/quantumscape/,Both,,,solid state battery manufacturing,95,QuantumScape engages in both engineering and R&D for solid-state batteries.,,,,,
"Solid Power, Inc.",Louisville,CO,-5923,https://www.solidpowerbattery.com,https://www.linkedin.com/company/solidpower/,Both,,,solid state battery manufacturing,90,Solid Power focuses on solid-state battery technology development and manufacturing.,,,,,
Ilika plc,Southampton,UK,-2547,https://www.ilika.com,https://www.linkedin.com/company/ilika-plc/,Scientific,,,solid state battery manufacturing,88,Ilika specializes in R&D for solid-state batteries.,,,,,
Toyota Motor Corporation,Toyota City,Aichi,-2633,https://www.toyota-global.com,https://www.linkedin.com/company/toyota-motor-corporation/,Both,,,solid state battery manufacturing,92,Toyota is developing solid-state battery technology for electric vehicles.,,,,,
Samsung SDI,Suwon,Gyeonggi-do,-5263,https://www.samsungsdi.com,https://www.linkedin.com/company/samsung-sdi/,Both,,,solid state battery manufacturing,90,Samsung SDI works on engineering and manufacturing of solid-state batteries.,,,,,
"A123 Systems, LLC",Watertown,MA,-3619,https://www.a123systems.com,https://www.linkedin.com/company/a123-systems/,Both,,,solid state battery manufacturing,89,A123 Systems is involved in both R&D and engineering for battery technologies.,,,,,
ProLogium Technology,Hsinchu,Taiwan,-6583,http://www.prologium.com,https://www.linkedin.com/company/prologium-technology/,Both,,,solid state battery manufacturing,87,ProLogium specializes in the research and production of solid-state batteries.,,,,,
SolidEnergy Systems,Woburn,MA,-3357,http://www.solidenergysystems.com,https://www.linkedin.com/company/solidenergy-systems/,Both,,,solid state battery manufacturing,85,SolidEnergy focuses on both engineering and manufacturing solid-state batteries.,,,,,
Bollinger Motors,Oak Park,MI,-8804,https://www.bollingermotors.com,https://www.linkedin.com/company/bollinger-motors/,Engineering,,,solid state battery manufacturing,84,Bollinger is engineering electric vehicles that may utilize solid-state batteries.,,,,,
KeraCel,Irvine,CA,-1370,https://www.keracel.com,https://www.linkedin.com/company/keracel/,Both,,,solid state battery manufacturing,85,KeraCel is involved in both R&D and engineering for solid-state battery solutions.,,,,,
NIO Inc.,Shanghai,China,-9009,https://www.nio.com,https://www.linkedin.com/company/nio/,Engineering,,,solid state battery manufacturing,82,NIO is engineering electric vehicles that are looking into solid-state battery technologies.,,,,,
Faraday Future,Los Angeles,CA,-4829,https://www.faradayfuture.com,https://www.linkedin.com/company/faraday-future/,Engineering,,,solid state battery manufacturing,81,Faraday Future is engineering electric vehicles potentially utilizing solid-state batteries.,,,,,
Cathode Materials,Austin,TX,-5201,https://www.cathodematerials.com,https://www.linkedin.com/company/cathode-materials/,Scientific,,,solid state battery manufacturing,80,"Cathode Materials specializes in R&D for battery materials, including solid-state technologies.",,,,,
Sion Power Corporation,Tucson,AZ,-3487,https://www.sionpower.com,https://www.linkedin.com/company/sion-power/,Both,,,solid state battery manufacturing,83,Sion Power is involved in both engineering and scientific aspects of battery technology.,,,,,
"Ambri, Inc.",Cambridge,MA,-9880,https://www.ambri.com,https://www.linkedin.com/company/ambri/,Scientific,,,solid state battery manufacturing,78,"Ambri focuses on R&D for liquid metal batteries, including solid-state concepts.",,,,,
StoreDot,Rehovot,Israel,-1632,https://www.store-dot.com,https://www.linkedin.com/company/storedot/,Both,,,solid state battery manufacturing,79,StoreDot is involved in both R&D and engineering for fast-charging solid-state batteries.,,,,,
Enovix Corporation,Fremont,CA,-9807,https://www.enovix.com,https://www.linkedin.com/company/enovix/,Both,,,solid state battery manufacturing,88,Enovix develops and manufactures solid-state battery technologies.,,,,,
Blue Solutions,Brest,France,-135,https://www.blue-solutions.com,https://www.linkedin.com/company/blue-solutions/,Both,,,solid state battery manufacturing,86,Blue Solutions is involved in the engineering and production of solid-state batteries.,,,,,
Framatome,Lynchburg,VA,-4265,https://www.framatome.com,https://www.linkedin.com/company/framatome,Both,,,nuclear fuel pellet manufacturing,90,Framatome is involved in the manufacturing of nuclear fuel components and has engineering capabilities.,,,,,
Westinghouse Electric Company,Cranberry Township,PA,-3663,https://www.westinghousenuclear.com,https://www.linkedin.com/company/westinghouse-electric-company,Both,,,nuclear fuel pellet manufacturing,95,Westinghouse designs and manufactures nuclear fuel as well as offering engineering services.,,,,,
Urenco,Eunice,NM,-5968,https://www.urenco.com,https://www.linkedin.com/company/urenco,Both,,,nuclear fuel pellet manufacturing,85,Urenco specializes in enrichment and fuel fabrication which involves engineering processes.,,,,,
General Atomics,San Diego,CA,-4312,https://www.ga.com,https://www.linkedin.com/company/general-atomics,Both,,,nuclear fuel pellet manufacturing,88,General Atomics is involved in nuclear fuel technology and has engineering capabilities.,,,,,
Areva NP,Richland,WA,-4883,https://www.areva.com,https://www.linkedin.com/company/areva,Both,,,nuclear fuel pellet manufacturing,87,Areva NP manufactures nuclear fuel and provides engineering services.,,,,,
"Nuclear Fuel Services, Inc.",Erwin,TN,-10356,https://www.nuclearfuelservices.com,https://www.linkedin.com/company/nuclear-fuel-services-inc,Both,,,nuclear fuel pellet manufacturing,90,Nuclear Fuel Services specializes in the manufacturing of nuclear fuel and has engineering expertise.,,,,,
"BWX Technologies, Inc.",Lynchburg,VA,-2831,https://www.bwxt.com,https://www.linkedin.com/company/bwx-technologies,Both,,,nuclear fuel pellet manufacturing,92,BWX manufactures nuclear fuel and provides engineering solutions.,,,,,
Holtec International,Camden,NJ,-10073,https://www.holtecinternational.com,https://www.linkedin.com/company/holtec-international,Both,,,nuclear fuel pellet manufacturing,86,Holtec is involved in nuclear fuel storage and management systems and has engineering capabilities.,,,,,
NUSCALE Power,Portland,OR,-3027,https://www.nuscalepower.com,https://www.linkedin.com/company/nuscale-power,Both,,,nuclear fuel pellet manufacturing,84,NUSCALE develops small modular reactors and has engineering expertise in fuel technology.,,,,,
X-energy,Rockville,MD,-8038,https://www.x-energy.com,https://www.linkedin.com/company/x-energy,Both,,,nuclear fuel pellet manufacturing,81,X-energy specializes in advanced nuclear fuel technology and engineering.,,,,,
TerraPower,Bellevue,WA,-2638,https://www.terrapower.com,https://www.linkedin.com/company/terrapower,Both,,,nuclear fuel pellet manufacturing,83,TerraPower is focused on nuclear innovation and has engineering capabilities in fuel development.,,,,,
Cameco Corporation,Saskatoon,SK,-7461,https://www.cameco.com,https://www.linkedin.com/company/cameco-corporation,Both,,,nuclear fuel pellet manufacturing,90,Cameco is involved in uranium mining and fuel fabrication with engineering processes.,,,,,
GE Hitachi Nuclear Energy,Suwanee,GA,-1922,https://www.ge.com/hitachi-nuclear-energy,https://www.linkedin.com/company/ge-hitachi-nuclear-energy,Both,,,nuclear fuel pellet manufacturing,88,GE Hitachi provides nuclear fuel and engineering solutions for reactors.,,,,,
"Korea Hydro & Nuclear Power Co., Ltd.",Seoul,SEO,-10376,http://www.khnp.co.kr,https://www.linkedin.com/company/korea-hydro-and-nuclear-power,Both,,,nuclear fuel pellet manufacturing,82,KHNP is involved in nuclear fuel manufacturing and provides engineering services.,,,,,
China National Nuclear Corporation (CNNC),Beijing,BJ,-6888,http://www.cnnc.com.cn,https://www.linkedin.com/company/china-national-nuclear-corporation,Both,,,nuclear fuel pellet manufacturing,80,CNNC manufactures nuclear fuel and is involved in engineering projects.,,,,,
Industrias Nucleares de México,Mexico City,CMX,-8662,http://www.inme.com.mx,https://www.linkedin.com/company/industrias-nucleares-de-mexico,Both,,,nuclear fuel pellet manufacturing,79,INM is involved in nuclear fuel production and has engineering roles.,,,,,
Russian State Atomic Energy Corporation (Rosatom),Moscow,MOW,-6438,http://www.rosatom.ru,https://www.linkedin.com/company/rosatom,Both,,,nuclear fuel pellet manufacturing,85,Rosatom is a state corporation involved in nuclear fuel manufacturing and engineering.,,,,,
Nuclear Energy Institute,Washington,DC,-8940,https://www.nei.org,https://www.linkedin.com/company/nuclear-energy-institute,No Fit,,,nuclear fuel pellet manufacturing,75,The NEI is a trade association and does not manufacture or provide engineering services.,,,,,
Hydrogenious LOHC Technologies GmbH,Erlangen,BY,+49 9131 750 060,https://www.hydrogenious.net,https://www.linkedin.com/company/hydrogenious/,Both,,,hydrogen storage materials,90,Specializes in hydrogen storage solutions which may integrate with Natoli's manufacturing technologies.,,,,,
